Date,Title,Content
"2020-04-29 강인선,강민호",황금연휴 대대적 할인…e커머스 최대 30% 저렴,"4월 30일부터 5월 5일까지 엿새간 이어지는 '황금연휴' 기간을 맞아 유통 업계가 대대적인 할인 행사를 펼친다. 지난 1월 말 코로나19가 확산한 이후 첫 연휴 기간인 만큼 얼어붙은 소비심리를 녹이기 위해 식품·패션·가전 등 분야를 가리지 않고 할인 프로모션이 이어질 전망이다.
롯데백화점은 5월 5일까지 40개 화장품 브랜드가 참여하는 '코스메틱 페어'를 전 점에서 개최한다. 신세계백화점 화장품 편집숍 '시코르'도 5월 한 달간 'K뷰티 페어'를 펼친다.
할인마트도 식품과 생필품 위주의 대대적인 할인에 들어간다. 이마트는 5월 6일까지 한우·장어·전복 등 먹거리를 최대 40% 할인한다. 홈플러스는 5월 6일까지 '마이홈플러스' 회원을 대상으로 농협 안심한우 전 품목을 최대 40% 할인 판매한다. 롯데마트도 5월 6일까지 다양한 신선식품과 생활용품을 할인한다.
롯데하이마트도 5월 14일까지 '골든쇼핑위크' 행사를 연다. 게임기, 블루투스 이어폰, 식기세척기, 안마의자 등 할인가로 선보인다. 5월 11일까지 전국 60여 개 오프라인 매장에서 '소비자 단순 변심'으로 반품된 서큘레이터 모델을 정상가 대비 33% 저렴한 7만9000원에 판매한다.
e커머스도 동참한다. 이베이코리아가 운영하는 G마켓과 옥션은 '레고' '롯데제과' '에이지투웨니스' 등 50개 브랜드가 매일 릴레이 세일을 진행하며, 최대 25% 할인받을 수 있는 쿠폰을 발행한다. 마켓컬리는 5월 5일까지 냉동식품과 프리미엄 커피, 생필품, 밀키트 등을 30% 할인한다.
식품 업계도 다양한 마케팅을 진행한다. 파리바게뜨는 매월 1일 매장에서 총 1만3000원 이상 결제할 경우 3000원 혜택을 제공하는 '파바데이' 프로모션을 5월 2일까지 진행한다. 현대그린푸드는 건강반찬, 소스, 볶음밥 등 건강식 메뉴 27종을 10% 할인 판매한다. 이랜드, 유니클로, 남영비비안, 올포유 등 패션 업계도 봄여름 의류를 할인해 판매한다.
[강인선 기자 / 강민호 기자]"
2020-04-29 신용현(yonghyun@hankyung.com);김민성(mean@hankyung.com);,[오디오래빗] '집콕 라이프' #돌밥돌밥 삼시 세끼에 간식까지,"[뉴스래빗 미니경제]
경제용어, 생활 경제 주요 이슈를
귀에 쏙쏙 알기 쉽게 전해드립니다.



▽▽PLAY▽▽ 오디오래빗




#돌밥돌밥이 뭐야?

'돌밥돌밥'은 돌아서면 밥하고 돌아서면 밥한다는 신조어입니다. 신종 코로나바이러스 감염증(코로나19) 확산 이후 집에서 보내는 시간이 많아지면서 수시로 밥을 챙겨야 하는 삶이 담긴 표현이죠. 온라인 커뮤니티엔 ""눈뜨면 잠들 때까지 밥만 한다""는 글이 많은 공감을 받고 있습니다.

#돌아서면 배고파요 '꼬마 오식이'

코로나19 확산으로 직장인들은 재택근무, 학생들은 원격수업 때문에 집에서 보내는 시간이 많아졌죠. 특히 아이들의 개학이 연기된 이후 부모들의 '돌밥돌밥'이 많아졌습니다. 아이들이 밥과 간식 등 하루에 다섯 끼를 먹는다는 뜻으로 '꼬마 오식이'라는 말도 생겼습니다.

#돌밥돌밥, 냉동에서 다시 냉동으로

코로나19 사태가 길어지면서 요리 재료도 변하고 있습니다. 식품업계에 따르면 코로나19 초기 비상식량 판매량이 늘었지만 차츰 냉동 식품과 신선 식품 수요가 많아졌습니다. 요리 재료가 모두 담겨있어 간편히 해먹을 수 있는 밀키트도 판매량이 크게 늘었죠. 기왕이면 집에서 건강식을 만들어 먹자는 분위기도 한 몫 했습니다.

3월 말 4차 개학 연기 발표 이후엔 이런 분위기가 다시 변했습니다. 냉동식품 등 전자렌지, 에어프라이어를 통해 간편히 조리할 수 있는 반조리 식품 판매량이 늘었죠. 또 아이와 함께 만들 수 있는 홈베이킹 재로, 간식류 판매량이 압도적이었습니다.



석가탄신일인 28일부터 다음 달 3일까지 4일간의 황금연휴 기간 또 어떻게 보내야 할지 걱정하는 목소리도 나오고 있습니다.

미니경제 오늘은 #돌밥돌밥에 대해 알아봤습니다.


#오디오래빗 ? 뉴스래빗 산하 오디오랩 콘텐츠입니다. 정보형, 공감형, 힐링형, 브리핑형 등 주제와 독자의 상황에 맞는 소리 지향 콘텐츠를 연구개발(R&D)합니다. 뉴스래빗이 자체적으로 커스터마이징한 오디오 플레이어를 통해 뉴스래빗 모바일웹 및 PC웹에서 편하게 듣고, 손쉽게 저장하고, 공유할 수 있습니다 !.!

책임= 김민성, 연구= 신용현 한경닷컴 기자 yonghyun@hankyung.com
스토리텔러= 윤민이 아나운서
뉴스래빗 페이스북 facebook.com/newslabit
기사제보 및 보도자료 newslab@hankyung.com"
2020-04-28,요리 초보도 고수로…‘밀키트’ 출시 1년 새 60종,"ㆍ이마트



국내 간편가정식(HMR) 시장의 대표 주자인 피코크(PEACOCK)가 밀키트 시장 진출로 시장 확대에 박차를 가하고 나섰다.

요리를 잘 못하는 ‘요알못’인 초보들도 외식보다 저렴하게 건강한 식사를 집에서 즐길 수 있으며, 재료를 구입하고 손질하는 시간이 절약돼 1인 가구나 맞벌이 가구 등을 기반으로 큰 인기를 끌고 있다.

이에 이마트는 지난해 6월 피코크 브랜드로 밀키트 6종을 최초 출시한 이후 가짓수를 늘리며 현재 약 60종의 밀키트 상품을 출시, 운영 중에 있다.

지난 3월21일부터 4월16일까지 피코크의 전체 밀키트 매출을 지난해 같은 기간과 비교한 결과 무려 40% 상승한 것으로 나타났다.

특히 일반적인 간편가정식 이외에 피코크 밀키트 제품으로는 최초로 지난해 9월 딸부자네 불백, 맛이차이나 짜장면, 초마 짬뽕 등 유명 맛집과 협업해 피코크 고수의 맛집 밀키트 1탄을 출시한 데 이어, 이달에는 60년 전통의 노포 식당부터 트렌디한 맛집 골목의 터줏대감까지 유명 맛집과의 협업을 통해 부대찌개, 마라소고기전골, 차돌 우동 등 3가지 신제품을 출시했다.

이번에 선보이는 피코크 고수의 맛집 밀키트의 특징은 ‘요알못’도 손쉽게 ‘고수의 손맛’을 재현할 수 있도록 간편함과 맛에 초점을 맞춰 개발했다는 점이다.

유명 맛집의 비법 레시피를 바탕으로 정량의 재료들이 손질이 된 채 포장되어 있어, 도마나 칼 등 최소한의 조리도구 없이도 간편 조리가 가능하고, 조리 과정을 단계별로 사진과 설명으로 기록한 레시피 카드를 함께 구성해 요리 초보자들도 쉽게 따라 할 수 있도록 구성했다.

김범환 피코크 밀키트 개발 바이어는 “트렌드를 선도할 수 있는 신메뉴를 주무기로 피코크 밀키트 상품 개발을 지속 확대 개발해 나갈 것”이라고 밝혔다."
2020-04-28 송현수,"수협, 전자레인지로 데워 바로 먹는‘어묵떡볶이’출시","조리 과정 필요없이 전자레인지에 3분 30초…시중 밀키트 제품과 차별화
수협중앙회가 전자레인지용 즉석 떡볶이 2종을 출시하고 가정간편식(HMR) 상품군 확대에 나섰다. 수협 제공



수협중앙회는 전자레인지용 즉석 떡볶이 2종을 출시, HMR 상품군 확대에 나섰다고 28일 밝혔다.

신제품 ‘수협어묵떡볶이’는 밀키트 형태로 판매되는 대다수의 떡볶이 제품들과 달리 조리가 완료된 형태로 출시된 것이 특징이다.

별도의 준비물 없이 용기 그대로 전자레인지에 3분 30초 데우는 것만으로 손쉽게 즐길 수 있다. 물을 계량하거나 소스를 배합해 끓이는 등 조리 과정이 생략돼 더욱 간편하다.

설거지할 필요가 없는데다 용량도 한 끼 분량으로 알맞은 300g 정도라 남길 걱정 없이 뒤처리가 편리하다. 냉동식품으로 장기간 보관이 가능한 것도 장점이다.

매콤달콤한 양념과 함께 쫄깃한 어묵과 쌀떡의 식감이 잘 어우러지는 ‘오리지널맛’과 젊은층의 선호도를 반영한 ‘매운맛’ 2가지 종류로 출시됐다.

수협 관계자는 “남녀노소 누구나 편리하게 즐길 수 있도록 만들었다”며 “다양한 입맛을 사로잡을 수 있도록 치즈맛 등 제품 라인업을 확대해 나갈 예정”이라고 말했다.

어묵떡볶이는 수협 온라인몰 ‘수협쇼핑’과 오프라인 시장 ‘바다마트’를 통해 만나볼 수 있다. 개당 가격은 3000원이고 수협쇼핑에서는 10개 묶음을 배송비 포함 3만 원에 구매할 수 있다.

바다마트는 어묵떡볶이 출시를 기념해 30일부터 2+1 행사를 진행할 예정이다.

송현수 기자 songh@busan.com"
2020-04-28 이주현,[이슈분석]식음료 업체도 자체 온라인몰 확대,"식품업체들이 자체 온라인쇼핑몰 운영에 박차를 가하고 있다. 코로나19 여파로 '언택트(비대면) 소비'가 확산되고 있는 가운데 자체 플랫폼 구축으로 새로운 성장동력을 마련하기 위한 의로도 풀이된다. 이같은 전략은 매출 증대는 물론 상품 구색을 확대하며 모객효과와 충성고객 확보 등 다양한 장점이 있다.

28일 업계에 따르면 매일유업과 롯데칠성음료는 최근 주주총회에서 사업정관에 상품중개업을 추가했다. 상품중개업은 판매자가 상품을 구입하지 않고 거래처에서 소비자에게 보내도록 해 거래처 또는 소비자로부터 수수료를 받는 영업을 뜻한다. 오픈마켓 업체에 대항해 새로운 먹거리 발굴에 나선 것이다.

이들 업체가 상품 중개업 사업에 나서는 것은 다양한 상품을 온라인몰에서 판매해 신규 소비자를 확보하기 위한 전략으로 풀이된다. 상품 자체 판매는 물론 판매 수수료를 통한 수익 확대에 나서는 것이다.

CJ제일제당은 지난해 기존 온라인몰 'CJ온마트'를 가정간편식(HMR) 전문몰 'CJ더마켓'으로 리뉴얼했고 밀키트 전문 브랜드 '쿡킷' 전용 앱을 선보였다. 쿡킷은 향후 3년 내에 1000억원 규모 매출을 목표로 하고 있다.

2007년 론칭한 동원F&B의 동원몰은 2016년 182억원, 2017년 226억원, 2018년 340억원 매출을 기록하는 등 큰 폭의 성장세을 보이고 있다. 2021년 거래액 1000억원 달성을 목표로 하고 있다.

대상이 운영하는 온라인몰 '정원e샵'은 2017년 리뉴얼 오픈했다. 정원e샵에서는 청정원, 종가집, 집으로ON 등 1000여개에 이르는 자사 브랜드 제품을 판매하고 있으며 타사 브랜드 제품도 취급하고 있다.

KGC인삼공사 정관장이 운영하는 건강식품 전문 온라인몰 '정몰'은 론칭 1000일만에 회원수 71만명을 넘어섰다. 월 평균 3만건 이상 주문이 들어오고 판매 중인 상품 수는 7000개가 넘는다. 2017년 출시 첫 해 30억원이었던 매출은 지난해 300억원으로 뛰었다.

이처럼 식음료 업체들은 과거 단순히 구색을 맞추던 수준에서 벗어나 직접 판매 플랫폼으로 직영몰 강화에 나서고 있다. 소비 채널이 오프라인 매장에서 온라인으로 대거 이동하고 있기 때문이다.

특히 직영몰을 통해 유통업체에 내줬던 주도권을 확보할 수 있다는 장점이 있다. 수수료를 지급하지 않고 자체몰을 이용하는 고객에게는 마진을 줄여 보다 높은 할인률을 제공해 충성고객도 확보할 수 있다. 소비자의 구매 데이터를 축적시켜 마케팅과 신제품 개발 등에 활용할 수 있다는 장점도 있다.

업계 관계자는 “제조사 입장에서 자체몰 이용 고객이 늘어날 수록 가격경쟁력, 데이터 축적, 충성고객 확보 등 중장기적으로 많은 장점으로 활용될 수 있다”며 “자체몰을 강화하기 위한 업체들의 노력과 경쟁이 계속될 것”이라고 말했다.

이주현기자 jhjh13@etnews.com"
2020-04-28 육성연 기자,“면역력 높이는 ‘삼시세끼 집밥’…아시아 식습관 바꿀 것”,"‘삼식이’(세 끼를 집에서 먹는 사람)가 돌아왔다. 신종 코로나바이러스감염증(코로나19) 사태 이후 주부들 사이에서는 ‘삼식이’에 이어 ‘돌밥 돌밥’(돌아서면 밥 차리고 돌아서면 밥 차린다)이라는 신조어가 유행중이다. 모두 집밥의 횟수가 늘어났음을 의미하는 단어들이다. 코로나19가 만든 사회적 변화중에는 식생활도 포함돼있다. 면역력 증진 식품에 관심을 두거나 외식을 줄이고 가정 내 식사가 늘어난 현상이다.

▶닐슨 “아시아, 코로나 종식후에도 가정내 식사를 ‘더욱 자주’ 할 것”

최근 시장조사기관 닐슨(Nielsen)은 “아시아인들의 변화된 식습관은 코로나19 사태 종결후에도 이어질 수 있다”고 전망했다. 근거는 설문조사및 시장 분석이다. 닐슨은 지난달 아시아 전역 6000명 이상을 대상으로 “코로나19 확산 전과 비교해 앞으로 집에서 더 자주 식사할 것인가”라는 질문의 온라인 설문조사를 진행했다. 그 결과 중국 응답자의 86%, 홍콩 77%, 한국을 포함한 말레이시아·베트남 응답자의 62%가 “그렇다”고 답했다. 또한 닐슨 측은 코로나19 사태 이후 아시아 식품 시장 조사 결과 “소비활동이 ‘활동적 라이프생활’에서 ‘가정 내 안전한 소비’ 트렌드로 이동했다”고 전했다. 닐슨 관계자는 “코로나19가 종식되어 일상으로 돌아온다 해도 소비자의 변화된 행동은 한동안 지속될 것이며, 집밥에 익숙해진 이들은 이전보다 ‘더욱 자주’ 집에서 식사할 것”이라고 예상했다.

실제 요리레시피 이용자는 크게 늘었다. 홍콩에 본사를 둔 요리 레시피 공유 플랫폼 데이 데이쿡(DayDayCook)은 코로나19 이후 이용자가 크게 늘어났다. 국내에서도 ‘만개의 레시피’ 서비스를 찾는 KT AI서비스 기가지니의 올해 1분기 이용률은 지난해 4분기보다 84% 증가했다. CJ제일제당의 밀키트 브랜드 ‘쿡킷’도 지난 3월 매출이 전월 대비 약 100% 성장했다. 업체는 코로나 발생 초기, 조리가 필요없는 가정간편식(HMR) 제품을 주로 구입하던 소비자들이 점차 선택의 폭을 넓혀가며 가정내 조리가 가능한 밀키트 구입이 늘어났다고 분석했다.

김치호 CJ제일제당 커뮤니케이션팀 과장은 “사회적 거리두기가 지속되고 있는 만큼 이러한 소비 트렌드가 이어질 것으로 예상한다”고 했다.

▶“집밥 자주 먹을 수록 더 건강하게 먹고, 칼로리도 낮아”

집밥에 익숙해진 식습관은 건강과 다이어트에도 도움을 줄 수 있다. 물론 건강하게 조리한 가정식의 경우에 해당한다. 외식이나 패스트푸드 등으로 한 끼를 먹는 것보다 가정에서 요리를 하면 더욱 건강하게 먹고 칼로리를 낮출 수 있다는 연구결과도 있다.

학술저널 ‘공중보건 영양학’(2018)에 실린 미국 존스 홉킨스 대학 연구팀에 따르면 주당 6~7회 집에서 요리한 그룹의 경우 일주일에 1회 미만 요리를 한 그룹보다 일일 평균 137 칼로리를 낮게 섭취했다.

영양소 측면에서도 차이가 났다. 집에서 요리를 자주 한 그룹은 요리를 가장 적게 한 그룹보다 평균 일일 당분 섭취가 16ｇ적었으며, 지방과 나트륨 역시 덜 섭취했다. 연구팀은 “집에서 만들어 먹는 음식은 일반적으로 칼로리나 지방, 설탕, 나트륨의 함량이 적으며, 패스트푸드나 레스토랑 음식보다 영양가가 좋다”고 강조했다. 육성연 기자"
2020-04-28 김현주,저도주 막걸리와 잘 어울리는 '홈쿡템'은?,"오는 30일 석가탄신일부터 근로자의 날(5월1일), 어린이날(5월5일) 등 공휴일이 이어지는 황금연휴를 앞두고 정부가 사회적 거리두기를 내달 5일까지 추가 연장했다. 이처럼 장기화된 코로나19의 여파로 외식보다 ‘집밥’을 찾는 수요가 증가하면서 집에서 즐길 수 있는 간편식 제품이 성장세를 보이는 가운데, 전통 막걸리 제조업체 지평주조가 저도주로 가볍게 즐기기 좋은 막걸리와 어울리는 ‘홈쿡템’을 추천한다.

줄 서서 먹는 유명 맛집의 요리를 집에서도 손쉽게 즐기고 싶다면, 최근 이마트가 유명 맛집과 손잡고 출시한 '고수의 맛집 밀키트' 3종을 추천한다. 그 중에서도 ‘피코크 오뎅식당 부대찌개’는 의정부 명물인 부대찌개 골목의 원조인 60년 전통 노포 ‘오뎅식당’과 협업해 개발했다. 부대찌개는 미군 부대에 근무하는 노동자들이 햄, 소시지 등을 몰래 갖고 나와 막걸리 안주로 만들어 먹었던 것이 시초라고 전해진다. 매콤하고 얼큰한 국물 맛이 특징인 부대찌개는 부드럽고 깔끔한 막걸리를 함께 곁들여 먹기에 제격이다. 전통 사천요리전문점 ‘시추안하우스’와 협업한 마라 소고기 전골 역시 중국 향신료 ‘마라’의 얼얼한 매운맛을 구현해 중식 특유의 매운맛과 기름진 맛을 잡아줄 수 있는 지평 생 쌀막걸리’와 잘 어울린다.

국내 유명 맛집 골목에서 즐기는 한끼를 우리집 식탁으로 그대로 옮겨 놓은 듯한 홈쿡템도 있다. 롯데마트의 간편식 PB브랜드 '요리하다'의 ‘크리스피 갱엿닭강정’은 마치 유명 시장 골목의 맛집에 온 기분을 낼 수 있어 최근 새롭게 등장한 ‘랜선 여행’을 가능케 한다. 갱엿이 들어간 달콤한 특제소스를 입힌 ‘크리스피 갱엿닭강정’은 부드러운 닭다리살을 세 번 튀겨 겉은 바삭하고 속은 촉촉한 식감이 일품이다. 매콤한 양념에 갱엿이 어우러진 특제소스가 색다른 맛을 선사하며, 톡 쏘는 탄산감과 부드러운 목넘김으로 튀긴 음식과 잘 울리는 지평 생 쌀막걸리와 함께 먹는다면 의외의 궁합을 느껴볼 수 있다.

간편한 조리로 다양한 레시피에 활용할 수 있는 간편식 불고기도 눈길을 끈다. 홈플러스는 PB브랜드 시그니처를 통해 까다롭게 엄선한 상품들을 선보이고 있다. 그 중에서도 간편식 카테고리에서 큰 인기를 얻은 ‘시그니처 자이언트 한판 불고기’는 간편하게 구워 먹고, 취향에 따라 전골, 소고기 김밥 등 다양한 메뉴로 활용해도 좋다. 간단한 조리로 캠핑 요리로도 좋고, 촉촉한 육즙 그대로 고급 한정식집 기분을 내볼 수 도 있다. 바싹 구운 불고기에 풍미를 더해줄 산뜻한 산미와 은은한 단맛이 조화로운 지평 생 쌀막걸리를 함께 즐기는 것도 별미다.

김현주 기자 hjk@segye.com"
2020-04-28 전영선(azul@joongang.co.kr),밥맛도 바꾼 100일…코로나 끝나면 이젠 뭐 먹지?,"지난 설연휴(1월 24~27일) 이후 계속 ‘돌밥돌밥(돌아서면 밥차리고 돌아서면 밥차리고)’만 한 것 같지만, 그 안에서도 차이는 있었다. 신종 코로나바이러스 감염증(코로나19) 생활 100일을 보내면서 소비자가 사들인 먹거리는 국면별로 변화했다.

중앙일보가 CJ제일제당 트렌드 전략팀에 의뢰해 코로나 시대 먹거리 판매 데이터를 분석한 결과 1~3단계의 3단계가 나타났다. 27일 현재는 ‘코로나 먹거리 제3 단계’에 진입한 것으로 조사됐다. 건강을 챙기기 위한 프리미엄 먹거리와 앞으로 닥칠 어려움에 대비한 절약형 상품이 동시에 잘 팔리는 양극화 현상이 나타나는 국면이다.


━
2말3중=1단계, 비축용 제품 잘팔려
2월 23일 개학 연기가 발표 다음 날인 24일 코로나19가 심각단계로 격상되면서 식품 소비가 정점을 찍었다. 일시적인 사재기 현상이 있었지만, 곧 평시 수준으로 안정됐다. 하지만 불안 심리가 가시지 않아 비축형 제품이 많이 팔렸다. 즉석밥처럼 저장하기 좋고 바로 먹을 수 있는 제품 소비가 급증했다. 24일 이후 CJ제일제당의 햇반은 5% 정도 출고량 늘었다. 전자레인지에 바로 데울 수 있는 국물요리 제품도 많이 나갔다. 2월 24일부터 3월 1일까지 햇반과 비비고 국물 요리 등 간편식 매출이 전년 동기 대비 84%나 증가했다. 간편식 구매 목적에 대해선 소비자 약 45%가 “비축용”이라고 응답했다.



━
아이들 달래기 간식 3월초에 폭증
3월 초 개학 연기가 발표되자 간식 판매가 갑자기 늘었다. 열량이 높은 기름에 튀긴 스낵(핫도그ㆍ가츠류ㆍ튀김류)에 대한 관심이 늘었다. 고메 프라잉스낵 3월 매출은 전년 동기 대비 약 50%가 늘었다. 어린이가 집에 있는 시간이 늘자 나온 ‘달래기용’ 간식이 많이 필요했다는 해석이다.

━
슬슬 질리기 시작, 집밥 안에서 변화 추구
3월 중순에 접어들면서 요리 도전자가 많았던 것으로 보인다. 늘 먹는 집밥이 지겨워지면서 변화를 주기 위해서다. 요리하는 기분을 낼 수 있는 ‘밀키트’와 일품형 요리가 잘 팔렸다. 또 이때부터 베이컨과 소시지, 스파게티 소스 등 각종 장류 소비가 늘었다. CJ의 밀키트(쿡킷)의 2월 매출은 전월 대비 47%, 3월 매출은 전월 대비 100% 성장했다. CJ 제일제당 관계자는 “한국보다 코로나를 먼저 겪은 중국에선 코로나 진정 이후에도 밀키트가 지속해서 성장하고 있다”며 “한국도 이런 추세가 당분간 계속될 것”이라고 말했다.

━
몸은 챙겨야겠는데, 지갑도 걱정
4월 초부터는 ‘식자재 양극화’ 현상이 나타나고 있다. 프리미엄과 가성비 제품이 동시에 많이 나갔다. 위생과 건강을 챙기기 위해 건강식 영양식에 대한 관심이 높다. 즉석밥 중에서도 잡곡밥이 잘 나가는 등 모든 카테고리에서 프리미엄에 대한 관심이 높다. 신제품 반응은 평소보다 빨리 왔다. CJ제일제당 관계자는 “소비자가 계속 새로운 것을 찾고 있다는 의미로 해석한다”고 말했다. 외식 수요가 가정으로 전환되면서 밖에서 많이 먹는 메뉴가 집 안으로 들어왔다.

하지만 코로나 시대 100일을 지나며 가격대비 품질이 좋은 가성비 제품을 찾는 소비자가 늘었다. 경제난 전망이 나오면서 개인의 재정 상태도 재점검하기 때문이다. 2월 출시된 가성비 대용량 베이컨(백설 햄스빌 굿베이컨)은 4월 매출이 전월 대비 20% 이상 성장할 것으로 보인다. CJ 관계자는 ”앞으로 가격대를 획기적으로 낮춘 제품이 인기를 끌 전망”이라며 “5월 가정의 달을 계기로 외식 수요가 증가할 것으로 보이지만 경제적 부담이 있어 예년 수준을 하회할 전망”이라고 말했다.

━
식구끼리도 ‘각자 반찬’ 정착할까
감염 위험은 찌개와 반찬을 공유하는 한국식 식탁 습관에도 변화를 일으키고 있다. 세태를 반영해 판매용 반찬 제품도 1인용 개식형(個食型) 제품이 주목받고 있다. 다인 가정에서도 한 토막씩 포장된 생선구이를 사는 식이다. 김치도 1인용 소포장이 인기다. CJ는 ‘비비고 썰은배추김치’ 트레이 형(50g)과 파우치형(60g) 등에 기대를 건다. 소량 포장된 김치 제품의 올해 1분기 판매량은 전년 동기 대비 약 40% 증가했다.

전영선 기자 azul@joongang.co.kr"
2020-04-27 김아름,GS리테일 코로나에도 웃었다… 1분기 사상최대 실적 `잭팟`,"편의점·SSM 등 접근성 덕 영업익 314% 늘어난 888억 더프레시 만성 적자고리 끊어 ""외부 영향 흔들림없이 수익 확보""
[디지털타임스 김아름 기자] 코로나19로 유통업계가 침체하는 가운데 GS리테일이 사상 최대 실적을 다시 썼다. 편의점과 SSM 등 접근성 높은 채널에서 호실적을 거두며 어닝 서프라이즈를 기록했다.



27일 GS리테일은 지난 1분기에 매출 2조1419억원, 영업이익 888억원을 기록했다고 공시했다. 이는 전년 동기 대비 각각 2.8%, 314.7% 늘어난 것이다.



코로나19로 인한 경기 침체에도 불구하고 대표 사업인 편의점(GS25)뿐만 아니라 SSM인 GS더프레시, 온라인몰 GS프레시 등 주요 사업부문이 모두 큰 폭으로 실적을 개선했다.



일찌감치 코로나19 수혜 업종으로 꼽혀 왔던 편의점은 매출이 2.9% 늘어난 1조6028억원, 영업이익이 51.3% 늘어난 406억원을 기록했다. 소비자들이 사람들이 많이 몰리는 백화점과 대형마트 등 대형쇼핑시설을 피하고 집 근처에서 먹거리 등을 소비하면서 접근성이 높은 편의점 실적이 개선됐다는 분석이다.



GS리테일의 실적 개선을 이끈 GS더프레시(구 GS수퍼)는 흑자전환에 성공했다. 지난해 289억원의 영업손실을 기록한 GS더프레시는 1분기 164억원의 이익을 내며 4년간 이어진 적자행진의 고리를 끊어냈다.



25개 저효율 점포를 정리하면서 매출은 8.2% 줄었지만 주문과 재고관리 등은 본부가 주도하고 매장 직원들은 판매에만 집중할 수 있도록 해 저비용 고효율 시스템을 구축했다는 설명이다. 또한 1인가구 증가 등으로 바뀌어가는 소비 패턴에 맞춰 대용량 위주였던 GS더프레시의 제품 구색을 소포장 중심으로 변경한 것도 주효했다.



온라인몰 GS프레시는 코로나19로 인한 언택트 소비 효과를 누렸다. 1분기에만 397억원의 매출을 기록, 전년 대비 배 가까이(98.7%) 규모를 키웠다. GS프레시는 앞으로도 밀키트 브랜드 심플리쿡, 오가닉 상품 등을 앞세워 식품 카테고리를 집중적으로 육성할 계획이다.



호텔 부문도 코로나19 피해를 크게 입은 경쟁사들에 비해 상대적으로 영향이 적었다. 매출은 지난해보다 33% 줄었지만 이는 1월부터 진행 중인 그랜드인터컨티넨탈 호텔이 리노베이션에 들어간 영향을 받았다 . 리노베이션 시기가 맞아떨어지며 의도하지는 않았지만 코로나의 직접적 영향은 최소화했다는 평가다. 그랜드인터컨티넨탈 호텔은 올해 말 재개관할 예정이다.



GS리테일 관계자는 ""위기에 강한 사업 포트폴리오 구축과 지속적인 체질 강화를 통해 외부 환경의 영향에도 큰 흔들림이 없는 안정적인 수익 체계를 확보했다""며, ""국가적 경제 위기를 조기에 극복하기 위해 적극적 소비 창출과 지역 사회 공헌자로서의 역할을 하는데 보탬이 되고자 한다""고 말했다.



김아름기자 armijjang@dt.co.kr"
2020-04-27 박종필(jp@hankyung.com);,"쓰레기 취급 아이스팩, 식물 영양제로 변신","채소, 우유, 밀키트 등 신선식품을 새벽배송할 때 신선도를 유지하기 위해 보랭재(아이스팩)가 꼭 필요하다. 최근 새벽배송과 함께 보랭재 이용이 큰 폭으로 늘자 환경오염 문제가 제기됐다. 플라스틱 성분의 젤인 보랭재가 환경을 오염시킨다는 지적이었다. 유통업체들은 이 문제를 해결하기 위해 보랭재를 물 또는 전문 형태로 바꾸기 시작했다. 오수를 정화하고, 식물 영양제로 쓸 수 있는 보랭재까지 나왔다.

신세계 온라인몰 쓱닷컴은 다음달 1일부터 보랭재로 ‘PSB’란 광합성 미생물을 넣은 물을 쓰겠다고 27일 밝혔다. 이 보랭재는 포장지를 찢어 내용물을 하수구에 따라버리면 강이나 하천 등 오수 정화 효과를 볼 수 있는 것이 특징이다. 식물에 주면 생장을 촉진하는 영양제가 된다.

쓱닷컴은 지난해 11월부터 보랭재 제작업체 딕스와 협업해 미생물을 활용한 친환경 아이스팩 개발에 착수했다. 이 미생물은 얼려도 죽지 않는 것이 특징이다.

먹을 수 있는 아이스팩도 나왔다. 동원F&B는 지난달 자사 생수 제품인 ‘동원샘물’을 얼려 아이스팩 대용으로 사용할 수 있는 ‘동원샘물 프레쉬’를 출시했다. 새벽배송업체에 납품하는 기업 간 거래(B2B) 전용 제품이다. 시판 생수와 같은 물로 녹여서 마셔도 된다.

박종필 기자 jp@hankyung.com"
