Date,Title,Content
2021-08-08 곽승영 기자,"증평군청소년지원센터 꿈드림, 학교 밖 청소년에 급식 지원","충북 증평군청소년지원센터 꿈드림은 지난 6일 학교 밖 청소년 50명의 가정에 간단히 조리해 먹을 수 있는'밀키트'를 전달했다.

이번 밀키트 전달은 코로나19 장기화와 여름폭염으로 힘든 시기에 불규칙한 생활로 식사를 거를 수 있는 학교 밖 청소년들의 결식률을 줄이기 위해 급식지원 사업의 일환으로 준비됐다.

전달된'코로나19 여름 이겨내기! 밀키트'는 가정에서 손쉽게 바로 끓이거나 데워먹는 즉석조리식품으로 구성됐다.

센터는 매달 급식쿠폰과 식품꾸러미 지원을 통해 급식을 지원하며, 관내 학교 밖 청소년은 누구라도 신청하면 지원 받을 수 있다.

한편 꿈드림에서는 학교 밖 청소년들에게 검정고시 지원 및 자격증취득 지원을 제공하고 있으며, 자세한 사항은 증평군청소년지원센터 꿈드림(☏835-4193) 또는 꿈드림 홈페이지(http://www.jp1388.or.kr)를 통해 문의 및 신청할 수 있다./증평=곽승영기자"
2021-08-08 김병학,학교 밖 청소년 밀키트 급식 지원,"［충북일보］ 증평군청소년지원센터 꿈드림은 지난 6일 학교 밖 청소년 50명의 가정에 간단히 조리해 먹을 수 있는 '코로나19 여름 이겨내기! 밀키트'를 전달했다.

센터는 코로나19 장기화와 여름 폭염으로 힘든 시기에 불규칙한 생활로 식사를 거를 수 있는 학교 밖 청소년들의 결식률을 줄이고자 급식 지원사업으로 마련했다.

이 밀키트는 가정에서 손쉽게 바로 끓이거나 데워먹는 즉석조리식품이다.

센터는 매달 급식쿠폰과 식품꾸러미 지원으로 급식을 지원한다.

학교 밖 청소년은 누구라도 신청하면 지원받을 수 있다.

꿈드림에서는 학교 밖 청소년들에게 검정고시 지원과 자격증 취득 지원도 제공한다.

자세한 사항은 증평군청소년지원센터 꿈드림 전화(043-835-4193) 또는 홈페이지에서 문의·신청할 수 있다.

증평 / 김병학기자"
2021-08-08 이나경,"""쿠팡·이마트 따라잡자""···소상공인도 구독경제로 살길 찾는다","신도꼼지락시장 배달앱 '꼼지락배송'에서 시장 상인과 고객이 '에누리 라이브'를 통해 제품 가격 흥정을 진행하는 모습. [사진=신도꼼지락시장]


#“오늘 사과가 좋은데 수박만 살 거야? 같이 사면 내가 1만 5000원인데 1만 2000원에 해줄게.” 대전 가양동 신도꼼지락시장이 선보인 근거리 배달앱 ‘꼼지락배송’에서 한 시장상인이 소비자와 실시간 영상통화로 물건값을 흥정한다. 소비자는 품질을 직접 눈으로 확인하고, 싼 가격에 물건을 구매한다. 콜드체인(저온유통) 체계를 구축한 신도꼼지락시장은 대형마트 못지않은 신선식품 배송이 가능하다. 싼 가격에 좋은 상품을 구입할 수 있어 소비자 만족도는 높은 편이다. 이동선 신도꼼지락시장 사업단장은 “꼼지락배송은 도입 9개월 만에 누적 거래액 1억2000만원을 넘어섰고, 누적 다운로드 수는 1300명을 돌파하는 등 좋은 성과를 내고 있다”며 “앞으로는 선결제 시스템을 추가 도입해 반찬, 밀키트 등 정기구독 서비스를 강화하고 대전뿐만 아니라 전국 배송이 가능할 수 있도록 할 것”이라고 말했다.

# 서울시 강동구 고분다리 시장은 ‘집밥 감성’을 그대로 느낄 수 있는 온라인 반찬가게 서비스를 출시하며 코로나19 위기 극복에 나섰다. 기존 대형마트 등에서 판매하는 반찬과 승부를 보기 위해 볶음류부터 절임류까지 다양한 반찬을 매일 다른 구성으로 선보이고 있다. 그 결과, 본격적인 판매를 시작한 지 4개월만에 반찬 배달을 정기적으로 해달라는 소비자의 요구가 대폭 늘었다. 판매된 반찬 중 환불을 요구한 사례은 0건이다. 이현영 시장이반찬협동조합 조합장은 “젊은 층부터 30~40대 주부들까지 다양한 연령대에서 반찬을 구매한다""며 ""매주 2회 반찬을 정기 배송해주는 구독서비스도 준비하고 있다”고 말했다. 

소상공인 업계도 구독경제 바람이 불고 있다. 구독경제는 일정 금액을 지불하고 정기적으로 제품 또는 서비스를 이용하는 거래 유형이다. 판매자는 '단골'을 확보할 수 있어 안정적인 매출을 올릴수 있다. 소비자는 제품을 소유하는 것보다 낮은 비용으로 다양한 경험을 누릴 수 있다. 최근 코로나19 등으로 비대면 소비가 빠르게 늘며 구독경제가 안정적인 수익 창출의 기회이자 새로운 유통 트렌드로 자리 잡고 있다. KT경제경영연구소에 따르면 국내 구독경제 시장 규모는 2016년 25조9000억원에서 지난해 40조1000억원으로 증가했다.

하지만 소상공인에겐 ‘그림의 떡’이다. 신도꼼지락시장, 고분다리시장처럼 구독경제를 실현하는 곳도 있지만, 대부분은 구독경제 운영에 필요한 플랫폼, 물류, 상품 구성 등 기반 구축이 어려워 진입조차 하지 못한다. 지난해 구독경제 서비스를 시작한 한 소상공인은 ""서비스 안정화를 위해선, 정부의 지원이 필수""라며 ""서비스까진 출시했는데, 홍보가 제대로 되지않아 고충이 많다. 정부가 마케팅 전문가를 지원해 구독경제를 실현하면 실제 매출이 올라갈 수 있다. 이런 성과를 보여줘야 더 많은 소상공인이 온라인 서비스 사업에 진출하려고 할 것""이라고 강조했다. 

이에 중소벤처기업부는 지난 5일 ‘소상공인 구독경제 추진방안’을 내놓고, 소상공인의 온라인 판로 개척을 적극적으로 지원하기로 했다. 이번 정책은 온라인 시장 진출과 관련된 소상공인의 애로사항을 해소하고, 구독경제의 기초 기반을 다지는 게 핵심이다. 내년까지 소상공인 3000명이 구독경제 시장에 진출해 안정적인 수익 창출 기반을 구축하는 목표를 담았다. 우선 중기부는 소상공인이 쉽게 참여할 수 있는 구독경제 4가지 모델로 ’밀키트 구독‘, ’가치소비‘, ’골목상권 선결제‘, ’직접 운영‘ 등을 제시했다.
  중소벤처기업부가 프레스지와 협업해 기획한 백년가게 밀키트. [사진=프레스지]

밀키트 구독은 밀키트 제조업체·민간 쇼핑몰과 협업으로 제조부터 판매, 정기배송까지 전 과정을 지원한다. ‘백년가게 밀키트’ 사업을 바탕으로 기획된 이번 모델은 소상공인 온라인 판매 중 식품이 비중이 가장 높은 점을 고려했다. 백년가게는 중기부가 지난 2018년부터 업력 30년이 넘은 소상공인을 발굴해 100년 이상 지속 가능하도록 지원하는 사업이다. 

직접 운영 모델은 온라인 판매의 경험이 있는 소상공인을 위해 준비한 모델이다. 전통시장·농수산조합 등 소상공인 단체 등을 대상으로 자사몰, 물류(풀필먼트), 운영 지원과 같은 구독경제 필수 요소를 지원한다. 아울러 구독상품 판매를 지원하기 위해 민간 온라인몰에 소상공인 전용 구독경제관을 개설하고, 할인쿠폰 등 판촉 비용을 일부 보조하는 방식을 도입할 예정이다.

가치소비 모델은 민간몰(MD)이 지역 특산물이나 소상공인 제품을 ‘효도상품’·‘복지상품’ 꾸러미로 구성해 소상공인 전용 구독경제관에서 판매한다. 선결제 모델은 온·오프라인 연계(O2O) 기업이 오프라인 업체에서 사용할 수 있는 선결제 시스템을 구축해, 골목상권의 안정적인 수익 창출을 지원한다.  요기요나 배달의민족과 같은 O2O플랫폼에서도 전통시장 음식을 맛볼 수 있다는 얘기다. 중기부는 이와 관련해 다양한 O2O 플랫폼들과 협의를 진행하고 있다.

중기부는 구독 서비스 제공에 필수 요소인 판매 플랫폼, 풀필먼트, 상품구성을 지원하기 위해 이용권(바우처) 방식의 지원사업을 신설, 소상공인의 활발한 진입을 유도한다. 운영 과정에서 필요한 전담 인력, 배송 차량 등도 메뉴판 식으로 제공해 초기 비용 부담을 덜어주기로 했다. 구독상품이 소비자의 선택을 받을 수 있도록 제품 경쟁력 강화를 위한 사업도 추진한다. 공동 브랜드 개발, 커뮤니티 광고, 고객 만족 지원센터 도입과 같은 소비자 신뢰 확보 노력과 기존 온라인 교육 개편을 통한 소상공인 구독경제 교육 신설 등 디지털 역량강화 사업이 대표적이다.

권칠승 중기부 장관은 “이번 지원대책은 소상공인도 구독경제에 손쉽게 진입할 수 있도록 문턱을 낮추는 데 초점을 맞췄다""며 ""구독경제는 정기 판로가 확보돼 안정적인 사업 운영이 가능한 이점이 있다. 이번 지원을 통해 많은 소상공인분들이 경기변동에도 흔들리지 않는 강한 소상공인으로 거듭나시길 희망한다”라고 말했다.
이나경 기자 nakk@ajunews.com"
2021-08-08 신미진,"""벌써 추석물가가 무섭다""…된장찌개 밀키트 7190원, 집에서 해먹었더니…","""대형마트에서 장 한번 볼 때마다 3인 기준 10만원씩 쓰는것 같은데, 요즘에는 2~3만원이 더 들고 있어요. 자연스레 (소량 구매를 위해) 카트보다 장바구니를 집어들게 되네요"" (30대 주부 A씨)
수도권 사회적 거리두기 4단계로 집밥 수요가 높아진 가운데 채소와 즉석밥, 육류 등 생활물가가 치솟으면서 소비자들의 부담이 커지고 있다. 이에 직접 밥을 해먹는 대신 적정량의 식재료가 들어가있는 밀키트를 구매하거나 배달 음식을 찾는 소비자들도 늘어나고 있다.
◆ 밀키트 매출 고공행진
지난 6일 서울 성동구의 한 대형마트서 된장찌개(2인분)를 끓이기 위해 두부(300g)와 애호박(1개), 양파(1개), 청양고추(1봉), 감자(200g), 팽이버섯(450g), 요리양념 등을 샀더니 1만220원이 나왔다.
두부 1300원, 애호박 990원, 양파 890원, 청양고추 2790원, 감자 680원, 팽이버섯 1890원, 요리양념 1680원이다.
바로 옆 밀키트 코너에서는 우삼겸 된장찌개(2인분)를 8990원에 팔고 있었다. 그마저도 행사 카드 할인 혜택을 적용해 7190원에 내놨다.
CJ제일제당이 제조한 이 밀키트에는 두부 한모와 요리양념, 호주산 업진살을 비롯해 애호박과 양파, 고추 등이 잘게 썰려 담겨있었다. 밀키트를 집어든 30대 자취생 A씨는 ""요리를 하겠다고 이것저것 샀다간 절반은 버리기 일쑤""라며 ""먹을 만큼만, 간편하게 끓일 수 있어 좋다""고 말했다. 여기에 폭염이 이어지면서 불을 쓰는 요리를 기피하는 것도 밀키트 매출을 끌어올렸다.
롯데마트에서는 지난달 12~15일 밀키트 매출이 전주 동기간대비 13.5% 증가했다. 이마트24에서도 지난달 23~31일 밀키트 매출이 117% 뛰었다. 유통업계 관계자는 ""폭염에 식재료 가격까지 오른데다 거리두기 4단계로 집밥 수요가 높아지며 밀키트 매출이 크게 늘었다""고 설명했다.
◆ 치솟은 물가…""차라리 배달""
배달 음식을 선택하는 소비자도 많아졌다. 대형마트에서 삼겹살(2인분) 한 상을 차리는데 든 비용은 약 3만원이다. 삼겹살(700g·1만9000원), 상추(1봉·3290원), 마늘(50g·1490원), 파채(300g·3880원), 청양고추(1봉·2790원) 등이다. 이는 올해 3월보다 약 7000원 가량 비싼 금액이다. 한국농수산식품유통공사(aT)에 따르면 이달 삼겹살과 상추 가격은 지난 3월보다 각각 27%, 83% 올랐다. 마늘도 17% 뛰었다. 다만 청양고추만 35% 가량 값이 내렸다.
배달 애플리케이션(앱)의 한 고깃집은 직화 삼겹살 2인에 각종 채소, 쌈무, 떡튀김, 흑미밥, 된장국을 포함해 2만2000원에 판매 중이다. 여기에 배달팁(2500원)을 포함해도 3만원이 되지 않는다. 박모(27)씨는 ""수입산 고기라고 해도 고기 기름을 닦고 뒷정리하는 것을 감안했을 때 배달앱이 훨씬 가격이 저렴하다""고 말했다. 통계청에 따르면 지난달 농축산물 소비자물가는 전년 동월대비 11.4% 뛰었다. 여기에 다음달 추석 명절을 앞두고 수요가 늘면서 가격이 더울 오를 것이라는 전망도 나온다.
[신미진 매경닷컴 기자]"
2021-08-06 유주현,호텔 셰프가 직접 재배한 채소로 요리하는 웰빙 먹거리 인기,"하이원리조트 호텔 친환경 키친가든 '오가닉팜' 운영 셰프들이 직접 재배한 채소 등을 식재료로 활용해 손님들에게 웰빙 먹거리를 제공하고 있어 호평을 받고 있다.

하이원리조트 호텔 셰프들이 그 주인공.

호텔 셰프들은 친환경 키친가든 ‘오가닉팜’을 운영해 고객에게 건강한 먹거리와 새싹 허브를 제공,고객서비스를 통한 에코 캠페인을 펼치고 있다.키친가든이란 식재료로 활용할 수 있는 채소와 허브,꽃과 열매 등으로 꾸민 정원을 말한다.키친가든 ‘오가닉팜’은 하이원리조트 운암정에 조성되어 있다.호텔 셰프들은 지난 4월부터 구슬땀을 흘리며 20여종의 채소와 허브,꽃을 정성껏 재배하고 있다.재배된 채소와 허브는 호텔 곳곳에 위치한 식음업장에서 식재료로 활용되고 있다.특히 하이원리조트 PB상품인 ‘1340 GOURMET(고메)’밀키트 제품에도 이용되고 있다.

이들 채소와 허브,꽃 등은 친환경 농법으로 재배되고 있다.강원랜드 사내벤처인 자원업사이클TF의 도움을 받아 리조트 내에서 배출되는 음식물 쓰레기를 ‘동애등에’라는 곤충의 먹이로 활용해 자연 분해된 친환경 퇴비를 지원받아 활용하고 있다.

하이원리조트 조리팀 이태규 부장은 “하이원리조트 호텔을 찾는 손님들에게 정성을 들여 직접 재배한 식재료로 활용해 다양한 음식을 대접할 수 있어서 너무 기쁘다”며 “고객들의 수요를 분석해 다양한 음식을 선보이도록 노력하겠다”고 말했다.

유주현 joohyun@kado.net"
2021-08-06 김은령|기자|,"'백화점 살아났지만…' 롯데쇼핑, 매출 역성장 아쉬운 실적","[머니투데이 김은령 기자] 롯데쇼핑이 백화점이 완연한 회복세를 보였지만 롯데마트, 롯데하이마트, e커머스(롯데온)까지 주력 계열사들의 부진에 매출이 역성장했다. 최근 구조조정 성과로 영업이익은 444% 증가했지만 시장 기대치에는 턱없이 못미쳤다.

롯데쇼핑은 2분기 영업이익이 75억7300만원으로 전년동기 대비 444.7% 늘었다고 6일 공시했다. 매출액은 3조9025억원으로 3.5% 감소했다. 영업이익의 경우 송도롯데몰 공사 지연에 따른 추징 세금 323억원의 영향이 컸다. 이 일회성 비용을 제외할 경우 영업이익은 399억원이다. 당초 시장에서는 롯데쇼핑이 2분기 매출 7조원을 넘기고 영업이익도 600억원을 기록할 것으로 예상했었다.

사업부별로는 보복소비 효과가 이어진 백화점 부분은 매출, 영업이익 모두 성장했다. 백화점 부문은 2분기 매출이 7210억원으로 8.2% 늘었고 영업이익은 620억원으로 40.9% 급증했다. 국내 소비 회복이 지속됐고 해외 사업 기조효과 영향으로 고성장했다는 설명이다. 국내 기존점 신장률이 10.3%에 이를만큼 회복에 성공한 모습이다.

반면 할인마트(롯데마트)는 지점 축소 등으로 매출이 감소했다. 부진점포 축소에 따라 전체 매출은 4.8% 줄었지만 구조조정 효과로 영업적자는 260억원으로 390억원 개선됐다. 주류, 신선식품, 밀키트 등이 두자릿수 성장하면서 기존점 신장률은 1.7% 성장했다.

롯데하이마트는 5~6월 낮은 여름 기온으로 에어컨 판매가 부진하며 전년 동기대비 매출이 줄었다. 매출액, 영업이익이 각각 11.4%, 52.3% 줄어들며 성장세에 제동이 걸렸다. 다만 온라인 부분 성장은 전년동기 대비 26% 증가했고 7월부터 무더위가 시작돼 에어컨 판매가 늘어나면서 3분기 실적은 다시 반등할 것으로 예상된다. 슈퍼 부문도 16.8% 매출이 감소하며 부진을 이어갔다. 홈쇼핑은 마케팅 강화로 영업이익이 18.1% 줄었지만 매출액은 4.9% 늘어났다. 컬처웍스는 기저효과 영향으로 매출액이 36.6% 늘어난 430억원을 기록했다.

전사적으로 힘을 실었던 e커머스 부분의 부진은 2분기에도 이어졌다. e커머스 사업부 2분기 매출은 10.4% 줄어든 290억원을 기록했다. 셀러 수수료 인하 영향과 회계기준 변경 영향 등이 반영됐다는 설명이다. 영업적자 320억원으로 적자 폭도 확대됐다. 광고 판촉비 등 판관비가 늘었고 시스템 안정화 및 개발 확대 관련 비용도 증가했다. 롯데쇼핑 관계자는 ""지난해 4월 롯데온 오픈에 따른 회계기준 영향이 2분기까지는 반영됐다""며 ""거래액과 트래픽은 지속적으로 증가하고 있다""고 밝혔다."
2021-08-06 박승규,"밀키트 창업 ‘집어가’, 안산시 저소득 가정위해 밀키트 기탁","밀키트 창업 브랜드 가운데 최단 기간 100호점 돌파에 빛나는 ‘집어가’가 안산시 관내 저소득가정을 위한 이웃사랑 후원으로 2천만원 상당의 밀키트를 기탁하기로 했다고 전했다.

집어가와 안산시는 지난 5일 안산시청에서 윤화섭 안산시장과 박상미 영상에프앤비 대표이사가 참석한 가운데 이 같은 내용의 전달식을 가졌다.

집어가는 이번 기탁을 통해 1년간 매월 100~200개의 2,3종의 밀키트 제품을 생활이 어려운 1인가정에 제공할 예정으로 냉장·냉동 식품임을 감안하여 기부식품제공사업장인 푸드뱅크에 기탁처리하여 제공할 예정이다.

집어가 관계자는 “최근 코로나로 인해 사회적 거리두기가 강화되면서 사회복지시설 운영이 축소되고 있다는 소식을 듣고 이 같은 사회공헌 활동을 마련하게 됐다”며 “앞으로도 고객에게 받은 사랑을 사회로 환원할 수 있는 다양한 활동을 선보여 기업의 사회적 책임을 다하겠다”고 말했다.

한편 국내 대표 밀키트 전문점인 집어가는 코로나 여파로 창업 시장이 전반적으로 침체기를 겪고 있는 와중에도 최단 기간 100호점 가맹 계약을 체결하는 등 밀키트 창업 프랜차이즈 업계에서 뛰어난 활약을 보여주고 있다.

박승규 기자 mail@asiae.co.kr"
2021-08-06 권해영,"국내 수산물 20% 할인…정부, 소비 촉진 나섰다","정부, 할인쿠폰 발행…하반기 200억 추가 지원 코로나19 어가 피해 최소화…전통시장 활성화도 기대
[세종=아시아경제 권해영 기자] 정부가 전국 대형마트와 전통시장, 온라인 쇼핑몰 등에서 국내 수산물을 20% 싸게 살 수 있는 '대한민국 수산대전' 행사를 추진하며 소비 촉진과 어가 소득 유지에 기여하고 있다. 코로나19와 일본 후쿠시마 원전 오염수 해양방류 결정으로 어려움을 겪는 수산업계를 지원하는 한편 최근 물가 상승 속에 소비자의 장바구니 부담도 덜어주고 있다는 평가다.

6일 해양수산부에 따르면 대한민국 수산대전 행사로 올해 상반기 총 177억원 규모의 쿠폰이 사용됐고(온오프라인 143억원, 전통시장 34억원), 수산업계 매출액 946억원이 발생했다.

대한민국 수산대전 행사는 정부가 수산물 가격의 20%를 지원하는 사업이다. 정부가 수산물 할인쿠폰을 발행하고, 소비자들은 수산물 구입시 1인 1만원 한도로 사용이 가능하다. 정부 지원 할인 20% 외에도 판매처 자체적으로 최대 50~70% 할인혜택을 제공해 소비자 부담을 완화한다. 대형마트, 생협, 스타트업 등 오프라인 16개사, 온라인 15개사 등 총 31개사가 참여한다.

이 행사의 올해 예산 규모는 본예산 390억원, 추가경정예산 200억원 등 총 590억원이다. 해수부는 지난달 25일 2차 추가경정예산으로 243억원을 확보했는데 이 중 200억원이 이 행사에 추가 배정되는 것이다. 이에 따라 수산물 할인 쿠폰은 200억원 규모로 추가 발행되며 하반기 수산물 할인행사도 당초 4회에서 6회로 늘어난다.

해수부는 하반기 '풍어기원특별전', '가을특별전' 등 특별전 2회를 추가 개최해 총 6회의 행사를 추진한다. 품목선정위원회가 할인품목을 선정한다. 대중적인 고등어·갈치·오징어·명태·조기·마른멸치를 포함해 평균 15개 품목을 선정해, 종전(회당 평균 9개 품목) 대비 품목수를 확대할 예정이다.

할인방식은 20% 할인 원칙을 적용하되 다음달 진행되는 추석특별전의 경우 명절물가관리, 소비자 장바구니 부담 완화를 위해 한시적으로 할인한도를 1인당 최대 2만원으로 상향한다. 국내산 원물을 활용한 밀키트 상품에도 20% 할인을 동일하게 적용한다.

해수부는 대한민국 수산대전 행사로 소비 촉진 효과가 나타나고, 어가소득 향상 및 전통시장 활성화에도 기여했다는 판단이다. 어가소득은 2019년 4842만원에서 코로나19가 발생한 2020년 5319만원으로 9.9% 증가했다. 소비자들도 국내산 수산물을 20% 이상 저렴한 가격에 구입할 수 있어 장바구니 부담을 덜어줬다는 평가다.

해수부는 하반기엔 쿠폰이 368억원 규모 사용되고, 매출액이 1840억원 발생할 것으로 예상하고 있다.

해수부 관계자는 ""지난해 상생할인 사업으로 코로나19에도 불구하고 수산물 소비 시장 규모가 유지되고 소비 위축이 최소화됐다""며 ""산지가격 하락을 방지해 어업인 소득에 기여했고 전복·오징어 등 시중 적체물량 해소로 산지가격 또한 안정화됐다""고 설명했다.

권해영 기자 roguehy@asiae.co.kr"
2021-08-06 김종우,소상공인에 ‘구독경제 바우처’ 제공한다…소상공인 구독경제 추진방안,"중소벤처기업부는 5일 비상경제 중앙대책본부 회의에서 발표한 ‘소상공인 구독경제 추진방안’을 통해 2022년까지 3000명의 소상공인이 구독경제로 진입할 수 있도록 지원하겠다고 밝혔다. 자료:중기부 제공



소상공인들이 ‘구독경제’ 서비스를 할 수 있도록 지원하는 ‘바우처’ 제도가 내년부터 도입된다. 또 밀키트 등 소상공인들이 손쉽게 구독경제 참여할 수 있는 ‘시범모델’ 사업이 연내 시행된다.

중소벤처기업부는 5일 비상경제 중앙대책본부 회의에서 발표한 ‘소상공인 구독경제 추진방안’을 통해 2022년까지 3000명의 소상공인이 구독경제로 진입할 수 있도록 지원하겠다고 밝혔다. 정부는 빠르게 성장하는 구독경제 분야에 소상공인들이 진입할 수 있도록 판매 플랫폼, 물류, 상품 구성 등 기반 구축을 지원하기로 했다. 이를 위해 소상공인이 쉽게 참여할 수 있는 ‘밀키트 구독’, ‘가치소비’, ‘골목상권 선결제’, ‘직접 운영’의 4가지 구독경제 모델을 제시하고, 참여하는 소상공인에게는 민간몰 입점부터 판매, 배송 등 전 과정을 지원한다는 방침을 밝혔다.

밀키트 모델의 경우 올해 30개 회사를 선정해 밀키트 제조업체, 민간 쇼핑몰과 협업으로 밀키트 제조부터 판매, 정기배송까지 전 과정을 지원한다. 가치소비 모델에서는 150개 사를 선정해 ‘효도상품’ 또는 ‘복지상품’ 꾸러미를 구독경제관에서 판매할 예정이다. 선결제 모델에서는 온‧오프라인 연계(O2O) 기업이 오프라인 업체(미용실, 카페 등)에서 사용할 수 있는 선결제 시스템을 구축해 골목상권의 안정적 수익 창출을 지원한다. ‘직접 운영 모델’에서는 전통시장이나 농수산조합 등 소상공인 단체 등을 대상으로 물류, 온라인플랫폼 등 구독경제 필수 요소를 지원한다. 중기부는 구독상품 판매를 지원하기 위해 민간 온라인몰에 소상공인 전용 구독경제관을 개설하고, 할인쿠폰 등 판촉 비용을 일부 보조하는 방식을 도입할 예정이다.

중기부는 구독 서비스 제공에 필수 요소인 판매 플랫폼(자사몰), 물류(풀필먼트), 상품구성을 지원하기 위해 바우처 방식의 지원사업을 내년에 신설하기로 했다. 플랫폼 바우처는 구독경제 지원이 가능한 민간 플랫폼 입점과 구독 서비스 제공을 위한 자사몰 구축을 지원한다. 물류 바우처는 민간 물류 전문업체를 활용해 구독상품의 유통에 필요한 보관, 배송, 재고관리 및 교환‧환불 등 배송 서비스를 지원한다. 상품구성 바우처는 구독상품 다양화를 위한 참여 소상공인 확대와 생산자 조직 구성을 지원한다.

중기부 권칠승 장관은 “이번 지원대책은 소상공인도 구독경제에 손쉽게 진입할 수 있도록 문턱을 낮추기 위한 것으로 구독경제는 정기 판로가 확보돼 안정적인 사업 운영이 가능한 이점이 있다”며, “이번 지원을 통해 많은 소상공인분들이 경기변동에도 흔들리지 않는 강한 소상공인으로 거듭나시길 희망한다”라고 전했다."
2021-08-06 서경원 기자,"삼성카드, 간편식 정기쇼핑 서비스 출시","[헤럴드경제=서경원 기자] 삼성카드는 삼성전자의 밀키트·간편식 조리에 최적화된 'BESPOKE 큐커'와 연계한 ‘간편식 정기쇼핑 약정서비스(My 큐커 플랜)’를 선보인다고 5일 밝혔다.

'BESPOKE 큐커'는 전자레인지·그릴·에어프라이어·토스트 기능을 갖춘 포인원(4-in-1) 기기로 4개의 조리 존이 있어 최대 4가지 요리를 동시에 할 수 있는 멀티쿡 기능을 갖췄다.

간편식 정기쇼핑 약정서비스는 약정기간 동안 파트너 식품사에서 매월 약정금액 이상으로 식품을 구매하는 조건으로 최대 45만원 'BESPOKE 큐커' 추가 할인 쿠폰을 제공하는 서비스이며, 할인쿠폰을 통해 출고가 59만원의 'BESPOKE 큐커'를 최저 5만원에 구입할 수 있는 혜택을 제공한다.

예를 들어 고객이 24개월 약정을 선택할 경우, 고객은 파트너 식품사 직영몰에서 월 3만 9000원 이상을 이용하는 조건으로 45만원 'BESPOKE 큐커' 추가 할인 쿠폰을 받게 되며, 이를 통해 고객은 삼성카드 쇼핑몰 기존 할인 판매가격인 50만원에서 45만원 추가 할인된 5만원으로 'BESPOKE 큐커'의 구매가 가능하다.



삼성카드 관계자는 ""'간편식 정기약정 서비스'를 통해 'BESPOKE 큐커'를 합리적인 가격에 구매하고, 바쁜 현대인들이 편리하고 만족스러운 식생활을 누릴 수 있을 것으로 기대한다""며 ""앞으로도 고객들에게 다양한 혜택과 서비스를 지속적으로 제공할 계획""이라고 밝혔다.



gil@heraldcorp.com"
